1819.582031	1767.887573
1818.618164	1741.965454
1817.653320	1757.134277
1816.688477	1702.337280
1815.723633	1727.870239
1814.757813	1753.391968
1813.792969	1698.631958
1812.827148	1744.859497
1811.861328	1739.301880
1810.894531	1731.159058
1809.928711	1767.000732
1808.961914	1789.894043
1807.995117	1737.783813
1807.028320	1804.625732
1806.061523	1744.780396
1805.093750	1793.501587
1804.125977	1666.507813
1803.158203	1764.305054
1802.190430	1766.503296
1801.221680	1784.192871
1800.253906	1770.896973
1799.285156	1894.395630
1798.316406	1816.572510
1797.346680	1803.278198
1796.377930	1792.568970
1795.408203	1946.899658
1794.438477	1892.335938
1793.468750	1886.769409
1792.498047	1901.821289
1791.528320	1782.892090
1790.557617	1864.932739
1789.586914	1908.308105
1788.616211	1835.800537
1787.644531	1881.737549
1786.673828	1961.111938
1785.702148	1832.032349
1784.729492	1921.673218
1783.757813	1849.241455
1782.786133	1853.983276
1781.813477	1884.431519
1780.840820	1920.007080
1779.868164	1899.033203
1778.894531	1960.281982
1777.920898	1880.230103
1776.948242	1897.799438
1775.974609	1966.711304
1775.000000	1894.410889
1774.026367	1927.364014
1773.051758	1862.801025
1772.077148	1888.050903
1771.102539	1864.559937
1770.127930	1853.900024
1769.152344	1822.735840
1768.176758	1891.544678
1767.201172	1911.635986
1766.225586	1931.718628
1765.249023	1949.231323
1764.273438	1889.910645
1763.296875	1869.020142
1762.320313	1971.006592
1761.343750	1952.666870
1760.366211	1959.921387
1759.388672	1979.963257
1758.411133	2010.226685
1757.433594	2040.476929
1756.456055	2004.246826
1755.477539	2003.814819
1754.499023	2036.602295
1753.520508	2066.820801
1752.541992	2063.821289
1751.562500	2073.591309
1750.583984	2065.485352
1749.604492	2167.144043
1748.625000	2189.645752
1747.644531	2326.954590
1746.665039	2283.087891
1745.684570	2231.588867
1744.704102	2356.050781
1743.723633	2319.854004
1742.743164	2436.597168
1741.761719	2479.392334
1740.780273	2514.526367
1739.798828	2557.286621
1738.817383	2681.518066
1737.834961	2640.205811
1736.852539	2733.820313
1735.871094	2717.963623
1734.887695	2780.989014
1733.905273	2856.706299
1732.921875	2825.573730
1731.939453	3005.500732
1730.956055	2961.638672
1729.971680	2945.753418
1728.988281	2960.367920
1728.003906	3041.030029
1727.019531	3002.277832
1726.035156	2905.134766
1725.050781	2955.290039
1724.066406	2878.505615
1723.081055	2882.964111
1722.095703	2849.361816
1721.110352	2874.118408
1720.124023	2837.996094
1719.138672	2654.821533
1718.152344	2684.674072
1717.166016	2615.666016
1716.179688	2508.677246
1715.192383	2515.740723
1714.205078	2322.699219
1713.218750	2400.706299
1712.230469	2433.106445
1711.243164	2409.804199
1710.254883	2376.388672
1709.267578	2254.429443
1708.279297	2291.892578
1707.291016	2235.761475
1706.301758	2288.384033
1705.312500	2227.221191
1704.324219	2284.878174
1703.334961	2289.443604
1702.344727	2304.113037
1701.355469	2225.317871
1700.365234	2280.400391
1699.375000	2158.721680
1698.384766	2218.843506
1697.394531	2213.322021
1696.403320	2288.545654
1695.412109	2323.374268
1694.420898	2302.701172
1693.429688	2155.957520
1692.438477	2203.397217
1691.446289	2218.050049
1690.454102	2300.736084
1689.461914	2252.375732
1688.469727	2191.441650
1687.476563	2276.598633
1686.483398	2268.559570
1685.490234	2268.075684
1684.497070	2290.242920
1683.503906	2236.914063
1682.509766	2249.015381
1681.515625	2301.354004
1680.521484	2333.553467
1679.527344	2292.830811
1678.532227	2350.153564
1677.538086	2425.042725
1676.542969	2399.401367
1675.547852	2418.985596
1674.551758	2423.493164
1673.556641	2503.324463
1672.560547	2412.419678
1671.564453	2457.082031
1670.568359	2436.484863
1669.571289	2483.631836
1668.575195	2470.562256
1667.578125	2462.513184
1666.581055	2454.467773
1665.583008	2426.373047
1664.585938	2453.423096
1663.587891	2367.713379
1662.589844	2424.824219
1661.591797	2411.786133
1660.593750	2406.265137
1659.594727	2373.209473
1658.595703	2380.213135
1657.596680	2439.762451
1656.597656	2306.648926
1655.597656	2431.221191
1654.598633	2470.715820
1653.598633	2397.684814
1652.598633	2437.169678
1651.597656	2344.183838
1650.597656	2286.217773
1649.596680	2220.781982
1648.595703	2397.635010
1647.594727	2332.203369
1646.592773	2409.098389
1645.590820	2366.155518
1644.589844	2365.652588
1643.587891	2302.778076
1642.584961	2389.591064
1641.583008	2386.589600
1640.580078	2211.552002
1639.577148	2265.923096
1638.574219	2385.069092
1637.570313	2431.905029
1636.567383	2384.056152
1635.563477	2296.377197
1634.559570	2305.849854
1633.555664	2302.870605
1632.550781	2250.111328
1631.545898	2354.152100
1630.541016	2326.284180
1629.536133	2325.790283
1628.531250	2273.070557
1627.525391	2339.721436
1626.519531	2334.252930
1625.513672	2293.991699
1624.507813	2258.717041
1623.501953	2310.408203
1622.495117	2342.207031
1621.488281	2354.126221
1620.481445	2353.626465
1619.474609	2308.447510
1618.466797	2327.811035
1617.458984	2329.798096
1616.451172	2381.396973
1615.443359	2343.690186
1614.435547	2410.141357
1613.426758	2414.587891
1612.417969	2411.597168
1611.409180	2465.601318
1610.400391	2378.366943
1609.390625	2524.001953
1608.380859	2528.419434
1607.371094	2619.490967
1606.361328	2779.833740
1605.351563	2799.042969
1604.340820	2847.935547
1603.330078	2956.177979
1602.319336	2923.398682
1601.308594	2856.014648
1600.296875	2912.269775
1599.286133	2839.972900
1598.274414	2856.668945
1597.262695	2749.825439
1596.250000	2615.855713
1595.238281	2590.604980
1594.225586	2459.194824
1593.212891	2466.078857
1592.199219	2426.067383
1591.186523	2487.240479
1590.172852	2412.703613
1589.159180	2468.920410
1588.145508	2416.612305
1587.131836	2477.734863
1586.117188	2528.971924
1585.102539	2442.183105
1584.087891	2596.886963
1583.073242	2623.432617
1582.058594	2514.513428
1581.042969	2501.668701
1580.027344	2538.064453
1579.011719	2591.673096
1577.996094	2541.909424
1576.979492	2573.352783
1575.962891	2496.557373
1574.946289	2604.229980
1573.929688	2478.288086
1572.913086	2578.544434
1571.895508	2428.085449
1570.877930	2459.512207
1569.860352	2471.273193
1568.842773	2473.205078
1567.824219	2413.748535
1566.805664	2531.075195
1565.787109	2501.084961
1564.768555	2490.738770
1563.750000	2531.918213
1562.730469	2433.265625
1561.710938	2481.796875
1560.691406	2493.529541
1559.671875	2473.389893
1558.651367	2480.217529
1557.630859	2511.545166
1556.610352	2479.165283
1555.589844	2508.030273
1554.569336	2505.049316
1553.547852	2499.621338
1552.526367	2516.224609
1551.504883	2444.722900
1550.483398	2512.710205
1549.460938	2556.207275
1548.438477	2494.524414
1547.416016	2474.434326
1546.393555	2429.906738
1545.371094	2470.939941
1544.347656	2580.374512
1543.324219	2506.536377
1542.300781	2554.854248
1541.277344	2534.775879
1540.252930	2485.408447
1539.228516	2453.148438
1538.204102	2513.638428
1537.179688	2581.421875
1536.155273	2522.328369
1535.129883	2504.720703
1534.104492	2589.531006
1533.079102	2489.029785
1532.053711	2503.125244
1531.027344	2424.615723
1530.000977	2567.841553
1528.974609	2528.323730
1527.948242	2527.786621
1526.921875	2510.206299
1525.894531	2534.015137
1524.867188	2523.741943
1523.839844	2576.735596
1522.812500	2566.457275
1521.784180	2509.972412
1520.755859	2545.913330
1519.727539	2545.372314
1518.699219	2612.887695
1517.669922	2558.870605
1516.641602	2614.206299
1515.612305	2582.072998
1514.583008	2639.808594
1513.552734	2600.399170
1512.523438	2502.746338
1511.493164	2623.562744
1510.462891	2623.004883
1509.432617	2697.651123
1508.401367	2568.529541
1507.370117	2689.228516
1506.339844	2608.651367
1505.307617	2683.236572
1504.276367	2648.738281
1503.244141	2686.940186
1502.212891	2662.145020
1501.179688	2758.450928
1500.147461	2656.168945
1499.115234	2750.014160
1498.082031	2846.239502
1497.048828	2848.053223
1496.015625	2968.408691
1494.981445	2856.514893
1493.948242	2959.889648
1492.914063	2942.335205
1491.879883	3060.150146
1490.845703	3095.748047
1489.810547	3087.839844
1488.775391	3104.091309
1487.740234	3185.543701
1486.705078	3167.962402
1485.669922	3242.124023
1484.633789	3234.191895
1483.597656	3132.153809
1482.561523	3201.449707
1481.525391	3258.655518
1480.488281	3168.734375
1479.451172	3175.291504
1478.414063	3218.002686
1477.376953	3185.986328
1476.338867	3269.637695
1475.301758	3240.032471
1474.263672	3263.425293
1473.225586	3294.031494
1472.186523	3329.439209
1471.148438	3444.259033
1470.109375	3508.495605
1469.070313	3454.817383
1468.030273	3528.645264
1466.991211	3765.969971
1465.951172	3959.915283
1464.911133	3954.261475
1463.871094	3943.803223
1462.831055	4043.876953
1461.790039	4155.918945
1460.749023	4229.484863
1459.708008	4134.932129
1458.666992	4258.885742
1457.625000	4313.179688
1456.583008	4225.867676
1455.541016	4342.523926
1454.499023	4296.020020
1453.456055	4371.841309
1452.414063	4418.858887
1451.371094	4499.415527
1450.328125	4565.557129
1449.284180	4535.826660
1448.241211	4549.228516
1447.197266	4423.710449
1446.153320	4372.476563
1445.108398	4227.896973
1444.064453	4198.268555
1443.019531	4163.866211
1441.974609	3976.357910
